horizon,substep,coordinate,mask,beta,x,gap,delta_plastic_mm,original_x_tolerance_allows,frozen_plastic_gate_pass
2,4,3,15,0.030303030303030297,0,215.03613645215404,0,True,True
2,5,0,15,0.0012848438919450848,0,1320.4596858992247,0,True,True
2,5,1,15,0.0020616428621014738,0,8.0625500151640743,0,True,True
2,5,2,15,0.00028605975644925379,0,734.51374390031572,0,True,True
2,5,3,15,0.030303030303030297,0,214.36529738384246,0,True,True
2,6,0,15,0.0012848438919450848,0,1320.5306603190675,0,True,True
2,6,1,15,0.0020616428621014738,0,7.9655930358341607,0,True,True
2,6,2,15,0.00028605975644925379,0,734.50346576565914,0,True,True
2,6,3,15,0.030303030303030297,0,213.69448840573389,0,True,True
2,7,0,15,0.0012848438919450848,0,1320.6012679551354,0,True,True
2,7,1,15,0.0020616428621014738,0,7.8689702958024377,0,True,True
2,7,2,15,0.00028605975644925379,0,734.49319705095934,0,True,True
2,7,3,15,0.030303030303030297,0,213.02370981869075,0,True,True
2,8,0,15,0.0012848438919450848,0,1320.671509100405,0,True,True
2,8,1,15,0.0020616428621014738,0,7.7726815430084164,0,True,True
2,8,2,15,0.00028605975644925379,0,734.48293746225806,0,True,True
2,8,3,15,0.030303030303030297,0,212.35296191438118,0,True,True
2,9,0,15,0.0012848438919450848,0,1320.7413840479308,0,True,True
2,9,1,15,0.0020616428621014738,0,7.6767265252761181,0,True,True
2,9,2,15,0.00028605975644925379,0,734.47268671450865,0,True,True
2,9,3,15,0.030303030303030297,0,211.68224497556318,0,True,True
2,10,0,15,0.0012848438919450848,0,1320.8108930908575,0,True,True
2,10,1,15,0.0020616428621014738,0,7.5811049903011511,0,True,True
2,10,2,15,0.00028605975644925379,0,734.46244453130566,0,True,True
2,10,3,15,0.030303030303030297,0,211.01155927634733,0,True,True
